Age,Gender,Weight_kg,Height_m,Goal,Breakfast_Meal,Breakfast_Calories,Breakfast_Protein_g,Breakfast_Carbs_g,Breakfast_Fats_g,Lunch_Meal,Lunch_Calories,Lunch_Protein_g,Lunch_Carbs_g,Lunch_Fats_g,Dinner_Meal,Dinner_Calories,Dinner_Protein_g,Dinner_Carbs_g,Dinner_Fats_g,Snacks_Meal,Snacks_Calories,Snacks_Protein_g,Snacks_Carbs_g,Snacks_Fats_g,Total_Calories,Total_Protein_g,Total_Carbs_g,Total_Fats_g
73,Male,76.5,1.67,Muscle Gain,Tea/Milo/Coffee_with_bread,272.0,6.0,36.0,5.0,Red-Red_(Beans_and_Plantain_with_red_oil),493.0,37.0,50.0,12.0,Boiled_Plantain/Yam_and_Garden_egg_stew,514.0,26.0,55.0,7.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1586.38,74.91,177.59,34.85
59,Male,61.3,1.76,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,357.0,13.0,35.0,5.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Red-Red_(Beans_and_Plantain_with_red_oil),528.0,34.0,45.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1811.58,92.34,181.56,42.16
8,Male,37.6,1.1,Weight Loss,Rice_water_and_bread,301.0,7.0,45.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,510.0,46.0,61.0,12.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,444.0,48.0,51.0,14.0,Atsoomo_(Chin-Chin),314.0,4.0,34.0,14.0,1569.0,105.0,191.0,44.0
34,Male,82.2,1.69,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),588.0,31.0,50.0,19.0,Waakye_and_Fish_with_egg,837.0,61.0,77.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2068.8,107.37,211.37,47.15
35,Female,64.0,1.57,Weight Loss,Tea/Milo/Coffee_with_bread,320.0,5.0,40.0,5.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,619.0,38.0,61.0,17.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1862.17,87.89,202.36,46.16
14,Male,39.3,1.25,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,315.0,15.0,41.0,5.0,Banku_with_Okra_Soup,544.0,35.0,63.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,499.0,36.0,51.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1665.38,91.91,191.59,43.85
53,Female,67.2,1.56,Muscle Gain,Oatmeal,266.0,12.0,41.0,5.0,Jollof_Rice_with_Chicken,851.0,42.0,75.0,22.0,Banku_with_Okra_Soup,628.0,39.0,71.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2052.38,98.91,223.59,49.85
13,Female,47.2,1.16,Muscle Gain,Rice_water_and_bread,237.0,12.0,59.0,5.0,Red-Red_(Beans_and_Plantain_with_red_oil),486.0,43.0,48.0,15.0,Boiled_Plantain/Yam_and_Garden_egg_stew,378.0,31.0,72.0,10.0,Roasted/Boiled_Maize_with_Coconut,207.0,7.0,42.0,8.0,1308.0,93.0,221.0,38.0
59,Female,63.6,1.64,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),429.0,10.0,59.0,9.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,579.0,27.0,64.0,24.0,Tuo_Zaafi_with_Meat_Stew,589.0,34.0,69.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1904.38,76.91,228.59,57.85
11,Female,54.0,1.17,Muscle Gain,Tea/Milo/Coffee_with_bread,245.0,8.0,45.0,6.0,Banku_and_Tilapia_with_Hot_Pepper,466.0,52.0,73.0,16.0,Boiled_Plantain/Yam_and_Garden_egg_stew,360.0,24.0,74.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1378.38,89.91,228.59,41.85
8,Female,35.5,1.02,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,241.0,15.0,39.0,5.0,Waakye_and_Fish_with_egg,434.0,46.0,64.0,9.0,Red-Red_(Beans_and_Plantain_with_red_oil),340.0,37.0,48.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1322.38,103.91,187.59,39.85
66,Female,72.8,1.56,Muscle Gain,Oatmeal,292.0,9.0,45.0,3.0,Boiled_Plantain/Yam_and_Garden_egg_stew,409.0,24.0,66.0,6.0,Banku_and_Tilapia_with_Hot_Pepper,520.0,48.0,58.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1528.38,86.91,205.59,31.85
17,Male,45.4,1.39,Weight Loss,Tea/Milo/Coffee_with_bread,259.0,7.0,39.0,7.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,466.0,41.0,56.0,17.0,Banku_with_Okra_Soup,504.0,36.0,72.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1536.38,89.91,203.59,42.85
53,Female,61.0,1.65,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,400.0,13.0,34.0,6.0,Fufu_with_Light_Soup_with_Goat_Meat,599.0,39.0,80.0,10.0,Boiled_Plantain/Yam_and_Garden_egg_stew,520.0,17.0,52.0,6.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1826.38,74.91,202.59,32.85
27,Female,68.7,1.58,Muscle Gain,Tea/Milo/Coffee_with_bread,305.0,6.0,35.0,7.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Kenkey_and_Fried_Fish_with_Hot_Pepper,667.0,46.0,59.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1898.58,97.34,195.56,49.16
50,Male,79.9,1.68,Muscle Gain,White_porridge_and_bread,377.0,8.0,60.0,5.0,Tuo_Zaafi_with_Meat_Stew,796.0,42.0,77.0,11.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Plantain_Chips,348.0,3.0,39.0,11.0,2136.79,91.98,240.77,40.31
64,Female,59.7,1.61,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,334.0,12.0,41.0,4.0,Plain_Rice_with_Chicken,540.0,43.0,53.0,13.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Nkatie_Cake_(Groundnut_Cake),302.0,10.0,19.0,11.0,1791.79,103.98,177.77,41.31
33,Female,78.7,1.65,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Banku_and_Tilapia_with_Hot_Pepper,587.0,45.0,59.0,14.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,562.0,37.0,66.0,18.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),290.0,7.0,41.0,9.0,1775.42,98.46,213.78,46.3
20,Male,65.4,1.62,Weight Loss,White_porridge_and_bread,382.0,7.0,44.0,4.0,Plain_Rice_with_Chicken,771.0,50.0,68.0,14.0,Boiled_Plantain/Yam_and_Garden_egg_stew,601.0,19.0,55.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2061.38,81.91,203.59,36.85
26,Female,72.9,1.59,Muscle Gain,Tom_Brown_and_bread,341.0,8.0,61.0,6.0,Banku_with_Okra_Soup,561.0,31.0,66.0,12.0,Fufu_with_Light_Soup_with_Goat_Meat,689.0,38.0,76.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1898.38,82.91,239.59,41.85
46,Female,68.2,1.66,Muscle Gain,Rice_water_and_bread,370.0,8.0,58.0,4.0,Waakye_and_Fish_with_egg,651.0,51.0,65.0,13.0,Fufu_with_Light_Soup_with_Goat_Meat,619.0,38.0,77.0,14.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),265.0,7.0,34.0,11.0,1905.0,104.0,234.0,42.0
53,Male,81.3,1.64,Muscle Gain,Tea/Milo/Coffee_with_bread,360.0,6.0,38.0,7.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,782.0,43.0,51.0,21.0,Jollof_Rice_with_Chicken,814.0,54.0,74.0,20.0,Roasted/Boiled_Maize_with_Coconut,319.0,6.0,35.0,7.0,2275.0,109.0,198.0,55.0
28,Male,68.2,1.69,Weight Loss,Oatmeal,352.0,11.0,37.0,3.0,Plain_Rice_with_Chicken,695.0,55.0,58.0,16.0,Waakye_and_Fish_with_egg,731.0,52.0,62.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2085.38,123.91,193.59,37.85
36,Female,53.7,1.66,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),364.0,9.0,57.0,8.0,Waakye_and_Fish_with_egg,563.0,40.0,57.0,9.0,Tuo_Zaafi_with_Meat_Stew,694.0,31.0,64.0,12.0,Roasted/Boiled_Maize_with_Coconut,280.0,6.0,39.0,7.0,1901.0,86.0,217.0,36.0
35,Female,64.9,1.6,Weight Loss,Oatmeal,272.0,10.0,39.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,517.0,20.0,62.0,8.0,Red-Red_(Beans_and_Plantain_with_red_oil),488.0,30.0,43.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1584.38,65.91,180.59,38.85
20,Male,64.9,1.73,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),391.0,8.0,61.0,8.0,Jollof_Rice_with_Chicken,863.0,37.0,71.0,16.0,Tuo_Zaafi_with_Meat_Stew,620.0,35.0,73.0,10.0,Nkatie_Cake_(Groundnut_Cake),304.0,9.0,19.0,14.0,2178.0,89.0,224.0,48.0
19,Male,75.5,1.77,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Banku_with_Okra_Soup,767.0,34.0,79.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2026.59,88.35,228.14,39.46
76,Female,53.9,1.56,Weight Loss,White_porridge_and_bread,289.0,7.0,51.0,3.0,Waakye_and_Fish_with_egg,533.0,42.0,72.0,7.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,524.0,22.0,60.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1653.38,76.91,219.59,35.85
29,Female,75.2,1.7,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Kenkey_and_Fried_Fish_with_Hot_Pepper,621.0,42.0,58.0,21.0,Boiled_Plantain/Yam_and_Garden_egg_stew,473.0,26.0,65.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1737.8,83.37,207.37,48.15
32,Male,81.4,1.7,Muscle Gain,Oatmeal,323.0,10.0,39.0,5.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,566.0,28.0,58.0,20.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,624.0,42.0,61.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1820.38,85.91,194.59,55.85
11,Female,43.1,1.17,Weight Loss,White_porridge_and_bread,223.0,8.0,54.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,432.0,26.0,51.0,8.0,Waakye_and_Fish_with_egg,537.0,55.0,65.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1499.38,94.91,206.59,30.85
5,Female,30,1.0,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),304.0,12.0,50.0,7.0,Waakye_and_Fish_with_egg,515.0,49.0,65.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,412.0,25.0,48.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1538.38,91.91,199.59,41.85
78,Female,69.0,1.52,Muscle Gain,Tom_Brown_and_bread,323.0,9.0,52.0,4.0,Waakye_and_Fish_with_egg,584.0,43.0,71.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,570.0,37.0,53.0,16.0,Plantain_Chips,287.0,3.0,47.0,8.0,1764.0,92.0,223.0,38.0
44,Female,78.2,1.59,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),478.0,12.0,54.0,9.0,Red-Red_(Beans_and_Plantain_with_red_oil),469.0,33.0,63.0,17.0,Banku_with_Okra_Soup,647.0,37.0,64.0,12.0,Plantain_Chips,298.0,3.0,39.0,10.0,1892.0,85.0,220.0,48.0
15,Male,45.9,1.28,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Banku_and_Tilapia_with_Hot_Pepper,475.0,48.0,56.0,10.0,Jollof_Rice_with_Chicken,672.0,53.0,68.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1790.8,116.37,208.37,42.15
44,Male,69.9,1.7,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Tuo_Zaafi_with_Meat_Stew,796.0,36.0,77.0,15.0,Banku_with_Okra_Soup,675.0,39.0,73.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2114.8,90.37,234.37,42.15
19,Female,70.0,1.61,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),478.0,12.0,56.0,9.0,Waakye_and_Fish_with_egg,651.0,55.0,79.0,11.0,Fufu_with_Light_Soup_with_Goat_Meat,715.0,39.0,71.0,16.0,Atsoomo_(Chin-Chin),335.0,4.0,31.0,22.0,2179.0,110.0,237.0,58.0
41,Female,70.7,1.69,Muscle Gain,Tea/Milo/Coffee_with_bread,308.0,6.0,40.0,8.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,698.0,45.0,54.0,21.0,Banku_with_Okra_Soup,564.0,40.0,84.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1877.38,96.91,214.59,52.85
67,Male,59.1,1.67,Weight Loss,Rice_water_and_bread,323.0,7.0,44.0,2.0,Jollof_Rice_with_Chicken,628.0,39.0,72.0,12.0,Red-Red_(Beans_and_Plantain_with_red_oil),510.0,29.0,50.0,10.0,Roasted/Boiled_Maize_with_Coconut,266.0,6.0,39.0,4.0,1727.0,81.0,205.0,28.0
40,Female,60.6,1.67,Weight Loss,Oatmeal,307.0,10.0,44.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,532.0,22.0,47.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1765.58,77.34,192.56,45.16
52,Male,61.9,1.6,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),478.0,11.0,57.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,771.0,37.0,68.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2172.17,92.89,226.36,42.16
55,Male,70.0,1.77,Muscle Gain,Tea/Milo/Coffee_with_bread,322.0,7.0,34.0,7.0,Jollof_Rice_with_Chicken,777.0,52.0,82.0,22.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,570.0,32.0,65.0,22.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1976.38,96.91,217.59,61.85
41,Female,64.1,1.61,Muscle Gain,Rice_water_and_bread,372.0,8.0,52.0,4.0,Tuo_Zaafi_with_Meat_Stew,650.0,42.0,76.0,13.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,554.0,43.0,61.0,22.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1883.38,98.91,225.59,49.85
23,Male,60.1,1.74,Weight Loss,Oatmeal,269.0,12.0,43.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,517.0,27.0,61.0,15.0,Fufu_with_Light_Soup_with_Goat_Meat,748.0,42.0,81.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1841.38,86.91,221.59,40.85
9,Female,49.8,1.05,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,349.0,15.0,47.0,7.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Jollof_Rice_with_Chicken,562.0,61.0,76.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1837.58,121.34,224.56,51.16
70,Male,73.6,1.68,Muscle Gain,Tea/Milo/Coffee_with_bread,283.0,6.0,40.0,5.0,Banku_and_Tilapia_with_Hot_Pepper,594.0,46.0,65.0,12.0,Banku_with_Okra_Soup,686.0,43.0,76.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1870.38,100.91,217.59,37.85
51,Male,77.6,1.65,Muscle Gain,White_porridge_and_bread,399.0,7.0,52.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,795.0,40.0,75.0,16.0,Jollof_Rice_with_Chicken,959.0,44.0,91.0,21.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2460.38,96.91,254.59,52.85
8,Female,47.2,1.0,Muscle Gain,White_porridge_and_bread,283.0,8.0,53.0,6.0,Plain_Rice_with_Chicken,508.0,55.0,76.0,20.0,Fufu_with_Light_Soup_with_Goat_Meat,628.0,45.0,74.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1726.38,113.91,239.59,52.85
58,Male,59.0,1.72,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),496.0,8.0,61.0,7.0,Red-Red_(Beans_and_Plantain_with_red_oil),502.0,31.0,49.0,16.0,Plain_Rice_with_Chicken,720.0,51.0,61.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2025.38,95.91,207.59,46.85
67,Male,72.6,1.71,Muscle Gain,White_porridge_and_bread,336.0,8.0,59.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,746.0,44.0,81.0,14.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,696.0,40.0,51.0,17.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),261.0,7.0,38.0,7.0,2039.0,99.0,229.0,42.0
71,Female,69.7,1.53,Muscle Gain,Tea/Milo/Coffee_with_bread,259.0,7.0,34.0,6.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Kenkey_and_Fried_Fish_with_Hot_Pepper,503.0,46.0,68.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1688.58,98.34,203.56,48.16
83,Male,61.4,1.62,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),393.0,11.0,51.0,5.0,Jollof_Rice_with_Chicken,792.0,45.0,76.0,12.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2108.17,100.89,228.36,41.16
30,Male,78.7,1.72,Muscle Gain,White_porridge_and_bread,424.0,8.0,56.0,5.0,Boiled_Plantain/Yam_and_Garden_egg_stew,631.0,28.0,74.0,10.0,Fufu_with_Light_Soup_with_Goat_Meat,818.0,40.0,80.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2180.38,81.91,246.59,38.85
26,Male,75.5,1.69,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),542.0,10.0,60.0,11.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Plain_Rice_with_Chicken,812.0,49.0,77.0,20.0,Plantain_Chips,308.0,3.0,41.0,11.0,2281.2,101.43,242.97,55.31
63,Male,77.4,1.7,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Banku_and_Tilapia_with_Hot_Pepper,618.0,48.0,65.0,13.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,587.0,48.0,60.0,14.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),309.0,7.0,38.0,7.0,1850.42,112.46,210.78,39.3
46,Female,77.7,1.63,Muscle Gain,Oatmeal,271.0,10.0,39.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,724.0,44.0,76.0,14.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,620.0,28.0,51.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1922.38,87.91,202.59,48.85
63,Female,56.4,1.59,Weight Loss,Tea/Milo/Coffee_with_bread,222.0,5.0,37.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,528.0,38.0,72.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,530.0,27.0,46.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1587.38,75.91,191.59,38.85
49,Female,55.7,1.61,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),394.0,10.0,54.0,7.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,491.0,32.0,54.0,14.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1808.17,86.89,209.36,45.16
29,Female,60.1,1.51,Weight Loss,Tea/Milo/Coffee_with_bread,310.0,5.0,33.0,5.0,Red-Red_(Beans_and_Plantain_with_red_oil),551.0,28.0,50.0,12.0,Banku_with_Okra_Soup,648.0,31.0,63.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1816.38,69.91,182.59,35.85
12,Female,47.3,1.24,Weight Loss,Oatmeal,216.0,12.0,36.0,3.0,Tuo_Zaafi_with_Meat_Stew,491.0,42.0,72.0,12.0,Banku_and_Tilapia_with_Hot_Pepper,524.0,40.0,56.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1538.38,99.91,200.59,37.85
10,Male,45.3,1.19,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,529.0,34.0,60.0,18.0,Waakye_and_Fish_with_egg,468.0,60.0,64.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1640.8,109.37,208.37,42.15
42,Female,67.6,1.52,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,368.0,13.0,39.0,7.0,Boiled_Plantain/Yam_and_Garden_egg_stew,503.0,24.0,62.0,9.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,577.0,33.0,54.0,23.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1755.38,75.91,191.59,49.85
38,Male,75.1,1.66,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Plain_Rice_with_Chicken,799.0,50.0,75.0,20.0,Jollof_Rice_with_Chicken,867.0,44.0,76.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2309.8,109.37,235.37,53.15
84,Male,73.3,1.61,Muscle Gain,Rice_water_and_bread,366.0,8.0,62.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,625.0,30.0,60.0,21.0,Waakye_and_Fish_with_egg,734.0,50.0,70.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2032.38,93.91,228.59,44.85
7,Male,37.2,1.03,Weight Loss,Rice_water_and_bread,232.0,8.0,46.0,3.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1774.37,92.32,212.33,40.47
31,Female,71.6,1.67,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,694.0,32.0,53.0,22.0,Waakye_and_Fish_with_egg,664.0,45.0,74.0,11.0,Roasted/Boiled_Maize_with_Coconut,310.0,6.0,41.0,6.0,2004.42,92.46,215.78,44.3
35,Male,58.6,1.69,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,413.0,11.0,42.0,6.0,Tuo_Zaafi_with_Meat_Stew,686.0,29.0,66.0,9.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Nkatie_Cake_(Groundnut_Cake),322.0,11.0,23.0,12.0,2036.79,89.98,195.77,40.31
9,Female,46.2,1.05,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,644.0,64.0,79.0,17.0,Boiled_Plantain/Yam_and_Garden_egg_stew,420.0,26.0,60.0,11.0,Atsoomo_(Chin-Chin),332.0,4.0,34.0,21.0,1732.42,103.46,220.78,54.3
34,Male,67.9,1.73,Weight Loss,Rice_water_and_bread,363.0,7.0,54.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,647.0,28.0,54.0,17.0,Waakye_and_Fish_with_egg,729.0,44.0,58.0,9.0,Atsoomo_(Chin-Chin),412.0,3.0,32.0,15.0,2151.0,82.0,198.0,45.0
24,Female,67.9,1.68,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,380.0,15.0,51.0,9.0,Boiled_Plantain/Yam_and_Garden_egg_stew,529.0,25.0,71.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,778.0,38.0,88.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1994.38,83.91,246.59,43.85
41,Male,82.0,1.77,Muscle Gain,Tea/Milo/Coffee_with_bread,315.0,6.0,36.0,8.0,Plain_Rice_with_Chicken,893.0,54.0,70.0,15.0,Tuo_Zaafi_with_Meat_Stew,804.0,43.0,84.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2319.38,108.91,226.59,45.85
69,Male,73.7,1.67,Muscle Gain,Rice_water_and_bread,317.0,8.0,48.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Banku_and_Tilapia_with_Hot_Pepper,584.0,46.0,74.0,11.0,Roasted/Boiled_Maize_with_Coconut,275.0,6.0,45.0,5.0,1795.2,99.43,231.97,33.31
15,Male,46.0,1.28,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,269.0,14.0,35.0,6.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,443.0,41.0,48.0,13.0,Banku_and_Tilapia_with_Hot_Pepper,565.0,48.0,49.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1584.38,108.91,168.59,41.85
20,Male,61.6,1.76,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),495.0,12.0,55.0,7.0,Tuo_Zaafi_with_Meat_Stew,727.0,31.0,75.0,10.0,Fufu_with_Light_Soup_with_Goat_Meat,623.0,36.0,77.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2152.38,84.91,243.59,39.85
36,Female,65.5,1.68,Weight Loss,Tea/Milo/Coffee_with_bread,266.0,6.0,31.0,7.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Kenkey_and_Fried_Fish_with_Hot_Pepper,527.0,30.0,54.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1719.58,81.34,186.56,48.16
6,Female,36.5,1.0,Muscle Gain,Oatmeal,220.0,14.0,50.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,474.0,52.0,56.0,19.0,Boiled_Plantain/Yam_and_Garden_egg_stew,426.0,28.0,56.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1427.38,99.91,198.59,43.85
